taxon_oid,NCBI Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID,GOLD Analysis Project Type,NCBI Phylum,NCBI Class,NCBI Order,NCBI Family,NCBI Genus,NCBI Species,IMG Release/Pipeline Version,IMG Submission ID,GOLD Analysis Project ID,GOLD Sequencing Project ID,GOLD Study ID,Add Date,Assembly Method,Comments,Has Coverage,Is Public,Public Release Date,Submission Type,Contact Email,Contact Name,NCBI Bioproject Accession,NCBI Biosample Accession,Sequencing Depth,Sequencing Method,Sequencing Quality,Sequencing Status.1,Sequencing Strategy,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Altitude In Meters,Depth In Meters,Elevation In Meters,Geographic Location,Habitat,Isolation,Isolation Country,Latitude,Longitude,Genome Size  * both,Gene Count  * both,Scaffold Count  * both,Bin Count  * both,EukCC Bin Count  * both,CRISPR Arrays  * both,GC Count  * both,GC  * both,Coding Base Count  * both,Coding Base Count %  * both,CDS Count  * both,CDS %  * both,RNA Count  * both,RNA % * both,rRNA Count  * both,5S rRNA Count  * both,16S rRNA Count  * both,18S rRNA Count  * both,23S rRNA Count  * both,28S rRNA Count  * both,tRNA Count  * both,Other RNA Count  * both,Unchar Count,Unchar %,w/ Func Pred Count  * both,w/ Func Pred %  * both,w/o function prediction * both,w/o function prediction % * both,Paralogs Count,Paralogs %,COG Count  * both,COG %  * both,KOG Count,KOG %,Pfam Count  * both,Pfam %  * both,TIGRfam Count  * both,TIGRfam %  * both,Enzyme Count  * both,Enzyme %  * both,KEGG Count  * both,KEGG %  * both,Not KEGG Count  * both,Not KEGG %  * both,KO Count  * both,KO %  * both,Not KO Count  * both,Not KO %  * both,MetaCyc Count  * both,MetaCyc %  * both,Not MetaCyc Count  * both,Not MetaCyc %  * both,Signal Peptide Count,Signal Peptide %,Transmembrane Count,Transmembrane %,Horizontally Transferred Count,Horizontally Transferred %,Paralog Group Count,COG Cluster Count  * both,KOG Cluster Count,Pfam Cluster Count  * both,TIGRfam Cluster Count  * both,SMC Biosynthetic Gene Cluster Count * both,Predicted Viruses,Predicted Plasmids,Estimated Number of Genomes * both,Estimated Average Genome Size * both,Estimated number of genomes - Marker genes average * both,Estimated number of genomes - Marker genes median * both,Estimated number of genomes - Marker genes mode * both,Standard deviation of marker gene counts * both,CheckM2 Completeness,CheckM2 Contamination,SRA ID,SRA Run,* Legacy EukCC Bin Count,Number of Filtered Reads  * assembled,Number of Mapped Reads  * assembled,% Assembled Reads  * assembled,Total Filtered Bases  * assembled,Total Mapped Bases  * assembled,Average Coverage of Assembled Sequences  * assembled,ST8_group,data_layer,data_layer_abbrev,sample_id_created_this_study,ST8_short_group,ST8_matrix_column,include_in_selected_ST8,core_comparison_group,matrix_column_all_KO,matrix_column_iron_KO,matrix_column_selected
3300039211,*Microbiome,Permanent Draft,"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA","Acid mine drainage biofilm communities from Richmond mine site AB20, Iron Mt, CA, USA - AMDAB200606DS2","University of California, Berkeley",3300039211,Metagenome Analysis,Environmental,Aquatic,Freshwater,Groundwater,Acid Mine Drainage,"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA",IMG Annotation Pipeline v.5.0.15,217917,Ga0188170,Gp0213842,Gs0129031,2020-04-23,Custom JGI assembly v. Nielsen et. al.,,Yes,Yes,2020-04-23,Primary,,,PRJNA76185,SAMN00744478,,Illumina HiSeq 2000,,Complete,Metagenome,Environmental,Aquatic,Groundwater,Freshwater,Acid Mine Drainage,,,,"USA: Iron Mountain, California",Acid mine drainage,Richmond mine site AB20,8855,40.67542,-122.53025,11756699,18309,7057,0,0,48,5337813,45.4,11715607,99.65,17994,98.28,315,1.72,30,5,4,3,14,4,285,0,,,11325,61.85,6669,36.42,,,10892,59.49,,,9515,51.97,2661,15,4088,22.33,4312,23.55,13682,74.73,6985,38.15,11009,60.13,2603,14.22,15391,84.06,,,,,,,,2189,,2208,1058,0,8.0,0.0,0,0,3.83,3,2,2.27,,,SRX103575,SRR359029,0,0,0,0.0,0,0,0.0,Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,MGX,S56,Richmond-AMD,Richmond-AMD-MGX-S56-3300039211,True,Iron-rich comparison,Richmond-AMD-MGX-S56-3300039211,Richmond-AMD-MGX-S56-3300039211,Richmond-AMD-MGX-S56-3300039211
3300021476,*Microbiome,Permanent Draft,Microbial communities from various locations to find New Lineages of Life (NeLLi),"Biofilm microbial communities from the roof of an iron ore cave, State of Minas Gerais, Brazil - TC_06 Biofilm (v2)",DOE Joint Genome Institute  (JGI),3300021476,Metagenome Analysis,Environmental,Terrestrial,Deep subsurface,Cave,Wall biofilm,Microbial communities from various locations to find New Lineages of Life (NeLLi),IMG Annotation Pipeline v.4.15.2,161473,Ga0187846,Gp0213330,Gs0118678,2017-11-09,SPAdes v. 3.11.1-check,,Yes,Yes,2018-11-10,Primary,twoyke@lbl.gov,Tanja Woyke,PRJNA465920,SAMN09200418,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Cave,Deep subsurface,Wall biofilm,,,4.0,Brazil: State of Minas Gerais,Biofilm,Roof of an iron ore cave,8709,-19.8881,-43.6761,910997921,1969152,1476666,0,0,494,550303000,60.41,909912368,99.88,1960276,99.55,8876,0.45,1258,171,409,0,675,3,7618,0,,,1969152,100.0,-8876,-0.45,,,929499,47.2,,,909366,46.18,0,0,390828,19.85,390458,19.83,1569818,79.72,654477,33.24,1305799,66.31,249202,12.66,1711074,86.89,,,,,,,,4120,,6008,0,0,431.0,11.0,168,5422606,180.58,168,0,61.19,,,SRX5644394,,0,109963352,63125134,57.41,16484966723,9463295856,10.39,Other iron-rich / unassigned,Metagenomics,MGX,S57,Other-Fe,Other-Fe-MGX-S57-3300021476,False,Other,Other-Fe-MGX-S57-3300021476,Other-Fe-MGX-S57-3300021476,
3300039028,*Microbiome,Permanent Draft,"Lab enriched sediment microbial communities from Lake Superior, Michigan and Burr Oak Reservoir, Ohio, USA","Lab enriched sediment microbial communities from Lake Superior, Michigan, USA - Sup1",Miami University,3300039028,Metagenome Analysis,Engineered,Lab enrichment,Defined media,Aerobic media,Unclassified,"Lab enriched sediment microbial communities from Lake Superior, Michigan and Burr Oak Reservoir, Ohio, USA",IMG Annotation Pipeline v.5.0.15,231182,Ga0438479,Gp0485085,Gs0145677,2020-04-16,MetaSPAdes v. 3.13,released by JGI data releasing policy,No,Yes,2023-03-13,Primary,bollmaa@miamioh.edu,Annette Bollmann,,,,Illumina MiSeq,Level 1: Standard Draft,Complete,Metagenome,Engineered,Lab enrichment,Aerobic media,Defined media,Unclassified,,,,"South west Lake Superior, Michigan, USA",Sediment,Sediment Lake Superior,8855,46.846944,-90.175833,55741582,57973,2465,0,0,3,32603228,58.49,55684238,99.9,57384,98.98,589,1.02,20,6,6,0,8,0,569,0,,,41248,71.15,16136,27.83,,,40691,70.19,,,42079,72.58,14223,25,13176,22.73,14757,25.45,42627,73.53,24688,42.59,32696,56.4,8441,14.56,48943,84.42,,,,,,,,3365,,4243,1976,0,,,12,4645131,11.79,12,12,1.74,,,,,0,0,0,0.0,0,0,0.0,Control: Burr Oak Reservoir BO4,Metagenomics,MGX,S58,Burr-Oak-BO4,Burr-Oak-BO4-MGX-S58-3300039028,True,Control,Burr-Oak-BO4-MGX-S58-3300039028,Burr-Oak-BO4-MGX-S58-3300039028,Burr-Oak-BO4-MGX-S58-3300039028
3300038493,*Microbiome,Permanent Draft,"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA","Acid mine drainage biofilm communities from Richmond mine site AB20, Iron Mt, CA, USA - AMDAB200606DS1","University of California, Berkeley",3300038493,Metagenome Analysis,Environmental,Aquatic,Freshwater,Groundwater,Acid Mine Drainage,"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA",IMG Annotation Pipeline v.5.0.14,217578,Ga0188167,Gp0213841,Gs0129031,2020-03-31,Custom JGI assembly v. Nielsen et. al.,,Yes,Yes,2020-03-31,Primary,,,PRJNA76185,SAMN00744477,,Illumina HiSeq 2000,,Complete,Metagenome,Environmental,Aquatic,Groundwater,Freshwater,Acid Mine Drainage,,,,"USA: Iron Mountain, California",Acid mine drainage,Richmond mine site AB20,8855,40.67542,-122.53025,15579646,22774,7338,0,0,92,7060597,45.32,15520650,99.62,22302,97.93,472,2.07,42,7,11,3,19,2,430,0,,,13686,60.09,8616,37.83,,,13235,58.11,,,11796,51.8,3544,16,4836,21.23,5097,22.38,17205,75.55,8183,35.93,14119,62.0,3087,13.55,19215,84.37,,,,,,,,2279,,2312,1118,0,8.0,2.0,0,0,4.64,3,3,2.62,,,SRX103574,SRR359028,0,0,0,0.0,0,0,0.0,Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,MGX,S59,Richmond-AMD,Richmond-AMD-MGX-S59-3300038493,True,Iron-rich comparison,Richmond-AMD-MGX-S59-3300038493,Richmond-AMD-MGX-S59-3300038493,Richmond-AMD-MGX-S59-3300038493
3300038486,*Microbiome,Permanent Draft,"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA","Acid mine drainage biofilm communities from Richmond mine site AB20, Iron Mt, CA, USA - AMDAB200606DS0","University of California, Berkeley",3300038486,Metagenome Analysis,Environmental,Aquatic,Freshwater,Groundwater,Acid Mine Drainage,"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA",IMG Annotation Pipeline v.5.0.14,217260,Ga0188166,Gp0213840,Gs0129031,2020-03-31,Custom JGI assembly v. Nielsen et. al.,,Yes,Yes,2020-03-31,Primary,,,PRJNA76185,SAMN00744476,,Illumina HiSeq 2000,,Complete,Metagenome,Environmental,Aquatic,Groundwater,Freshwater,Acid Mine Drainage,,,,"USA: Iron Mountain, California",Acid mine drainage,Richmond mine site AB20,8855,40.67542,-122.53025,5788238,8971,3338,0,0,37,2767610,47.81,5766518,99.62,8783,97.9,188,2.1,14,3,3,0,8,0,174,0,,,5037,56.15,3746,41.76,,,4767,53.14,,,4281,47.72,1297,14,1687,18.81,1826,20.35,6957,77.55,3002,33.46,5781,64.44,1064,11.86,7719,86.04,,,,,,,,1853,,1897,845,0,5.0,1.0,0,0,1.83,2,2,0.93,,,SRX103573,SRR359027,0,0,0,0.0,0,0,0.0,Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,MGX,S60,Richmond-AMD,Richmond-AMD-MGX-S60-3300038486,True,Iron-rich comparison,Richmond-AMD-MGX-S60-3300038486,Richmond-AMD-MGX-S60-3300038486,Richmond-AMD-MGX-S60-3300038486
3300055057,*Microbiome,Permanent Draft,"Acid mine drainage microbial communities from coal mines in Pennsylvania and Ohio, United States","Metatranscriptome of lab enriched acid mine drainage microbial communities from Akron, Ohio, USA - PML1_0D (Metagenome Metatranscriptome)",DOE Joint Genome Institute  (JGI),3300055057,Metatranscriptome Analysis,Engineered,Wastewater,Industrial wastewater,Acid mine drainage,Unclassified,"Acid mine drainage microbial communities from coal mines in Pennsylvania and Ohio, United States",IMG Annotation Pipeline v.v5.0.25.aws,274894,Ga0506622,Gp0595000,Gs0145645,2022-07-28,MEGAHIT v. 1.2.9,released based on JGI ITS,Yes,Yes,2022-07-28,Primary,shagun2260@gmail.com,Shagun sharma,PRJNA1343652,SAMN52639474,,Illumina NovaSeq S4,,Complete,Metatranscriptome,Engineered,Wastewater,Acid mine drainage,Industrial wastewater,Unclassified,,,225.0,"USA: Akron, Ohio",acid mine drainage,Incubations of mixture of VSG and Powdermill AMD under room temperature,8855,41.0775,-81.5114,8992030,16641,13061,0,0,6,5096868,56.68,8745449,97.26,15982,96.04,659,3.96,446,27,27,31,162,199,213,0,,,9064,54.47,6918,41.57,,,8533,51.28,,,8108,48.72,1861,11,2295,13.79,3642,21.89,12340,74.15,5832,35.05,10150,60.99,1327,7.97,14655,88.07,,,,,,,,1930,,2081,575,0,,,0,0,7.11,5,0,8.06,,,SRX31021875,,0,57252364,28087499,49.06,7989730109,3919690310,435.91,Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,MTX,S61,Akron-AMD,Akron-AMD-MTX-S61-3300055057,True,Iron-rich comparison,Akron-AMD-MTX-S61-3300055057,Akron-AMD-MTX-S61-3300055057,Akron-AMD-MTX-S61-3300055057
3300043827,*Microbiome,Permanent Draft,Methane metabolizing microbial communities from different methane-rich environments from various locations,"Freshwater microbial communities from Matano Lake, South Sulawesi, Indonesia - Matano_1m_2014",DOE Joint Genome Institute  (JGI),3300043827,Metagenome Analysis,Environmental,Aquatic,Freshwater,Lake,Unclassified,Methane metabolizing microbial communities from different methane-rich environments from various locations,IMG Annotation Pipeline v.5.0.23,251010,Ga0438291,Gp0484902,Gs0127566,2021-03-26,metaspades v. 3.14.1,released based on JGI ITS,Yes,Yes,2024-02-12,Primary,sean.crowe@ubc.ca,Sean Crowe,PRJNA1316481,SAMN51147640,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Unclassified,,1.0,,Indonesia: South Sulawesi,Freshwater,lake water,8763,-2.4667,121.2833,240387548,436976,263805,20,0,216,134758507,56.06,239739609,99.73,432125,98.89,4851,1.11,533,125,141,14,234,19,4318,0,,,260940,59.71,171185,39.17,,,247433,56.62,,,224260,51.32,52138,12,106167,24.3,109180,24.99,322945,73.9,167570,38.35,264555,60.54,69507,15.91,362618,82.98,,,,,,,,4398,,5898,2484,0,628.0,10.0,81,2967747,91.12,85,81,25.46,,,SRX30453273,,0,60123766,56130637,93.36,9003723342,8405739696,34.97,Ferruginous lake/sediment group: Lake Matano,Metagenomics,MGX,S62,Lake-Matano,Lake-Matano-MGX-S62-3300043827,True,Iron-rich comparison,Lake-Matano-MGX-S62-3300043827,Lake-Matano-MGX-S62-3300043827,Lake-Matano-MGX-S62-3300043827
3300030398,*Microbiome,Permanent Draft,"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA","Acid mine drainage biofilm communities from Richmond mine site C75, Iron Mt, CA, USA - AMDC751008V3","University of California, Berkeley",3300030398,Metagenome Analysis,Environmental,Aquatic,Freshwater,Groundwater,Acid Mine Drainage,"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA",IMG Annotation Pipeline v.4.16.5,199773,Ga0188181,Gp0213853,Gs0129031,2018-10-15,Custom JGI assembly v. Nielsen et. al.,Updating visibility of taxon created using public NCBI SRA data from private to public -- IMGSUPP-3620,Yes,Yes,2022-02-23,Primary,,,PRJNA76185,SAMN00744469,,Illumina HiSeq 2000,,Complete,Metagenome,Environmental,Aquatic,Groundwater,Freshwater,Acid Mine Drainage,,,,"USA: Iron Mountain, California",Acid mine drainage,Richmond mine site C75,8855,40.67542,-122.53025,23836282,31455,8942,0,0,333,10643116,44.65,23750839,99.64,30818,97.97,637,2.03,63,12,19,3,27,2,574,0,,,18848,59.92,11970,38.05,,,17857,56.77,,,17344,55.14,0,0,7424,23.6,7697,24.47,23121,73.51,12440,39.55,18378,58.43,4752,15.11,26066,82.87,,,,,,,,2197,,2467,0,0,10.0,1.0,0,0,6.56,4,3,4.7,,,SRX103566,SRR359020,0,0,0,0.0,0,0,0.0,Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,MGX,S63,Richmond-AMD,Richmond-AMD-MGX-S63-3300030398,True,Iron-rich comparison,Richmond-AMD-MGX-S63-3300030398,Richmond-AMD-MGX-S63-3300030398,Richmond-AMD-MGX-S63-3300030398
3300010391,*Microbiome,Permanent Draft,Lake Superior Sediments,"Freshwater sediment microbial communities from Lake Superior, USA - Station SU-17. Combined Assembly of Gp0155404, Gp0155335, Gp0155336, Gp0155336, Gp0155403, Gp0155406",University of Minnesota - Twin Cities,3300010391,Combined Assembly,Environmental,Aquatic,Freshwater,Lake,Sediment,Lake Superior Sediments,IMG Annotation Pipeline v.4.11.4,96876,Ga0136847,Gp0155335,Gs0121509,2016-09-16,MegaHit v. 1.0.6,released per JGI data release policy,No,Yes,2019-11-01,Primary,cssheik@d.umn.edu,Cody Sheik,,,,,,Complete,Metagenome,"Mixed, Environmental",Aquatic,Lake,Freshwater,Sediment,,190.0,,"Lake Superior, USA",Freshwater sediment,Station SU-17,8855,,,2304350106,5174401,3697385,0,0,1497,1401361497,60.81374,2300789495,99.85,5143736,99.41,30665,0.59,4238,549,1310,7,2361,11,26427,0,,,5174401,100.0,-30665,-0.59,,,2317666,44.79,,,2299998,44.45,0,0,1025428,19.82,1008788,19.5,4134948,79.91,1662647,32.13,3481089,67.28,644026,12.45,4499710,86.96,,,,,,,,4409,,7022,0,0,2549.0,3.0,527,4372580,575.09,542,527,187.48,,,,,0,0,0,0.0,0,0,0.0,Ferruginous lake/sediment group: Lake Superior,Combined assembly,COMB,S64,Lake-Superior,Lake-Superior-COMB-S64-3300010391,True,Iron-rich comparison,Lake-Superior-COMB-S64-3300010391,Lake-Superior-COMB-S64-3300010391,Lake-Superior-COMB-S64-3300010391
3300038494,*Microbiome,Permanent Draft,"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA","Acid mine drainage biofilm communities from Richmond mine site C75, Iron Mt, CA, USA - AMDC751110","University of California, Berkeley",3300038494,Metagenome Analysis,Environmental,Aquatic,Freshwater,Groundwater,Acid Mine Drainage,"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA",IMG Annotation Pipeline v.5.0.14,217585,Ga0188183,Gp0213855,Gs0129031,2020-03-31,Custom JGI assembly v. Nielsen et. al.,,Yes,Yes,2020-03-31,Primary,,,PRJNA76185,SAMN00744471,,Illumina HiSeq 2000,,Complete,Metagenome,Environmental,Aquatic,Groundwater,Freshwater,Acid Mine Drainage,,,,"USA: Iron Mountain, California",Acid mine drainage,Richmond mine site C75,8855,40.67542,-122.53025,11505339,15463,4338,0,0,28,5164205,44.89,11455180,99.56,15134,97.87,329,2.13,35,7,9,1,18,0,294,0,,,9995,64.64,5139,33.23,,,9895,63.99,,,8818,57.03,2689,17,3399,21.98,3607,23.33,11527,74.55,5769,37.31,9365,60.56,2141,13.85,12993,84.03,,,,,,,,2098,,2148,1038,0,0.0,1.0,0,0,3.72,1,1,3.27,,,SRX103568,SRR359022,0,0,0,0.0,0,0,0.0,Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,MGX,S65,Richmond-AMD,Richmond-AMD-MGX-S65-3300038494,True,Iron-rich comparison,Richmond-AMD-MGX-S65-3300038494,Richmond-AMD-MGX-S65-3300038494,Richmond-AMD-MGX-S65-3300038494
3300030413,*Microbiome,Permanent Draft,"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA","Acid mine drainage biofilm communities from Richmond mine site Abmuck, Iron Mt, CA, USA - AMDABmuck0507","University of California, Berkeley",3300030413,Metagenome Analysis,Environmental,Aquatic,Freshwater,Groundwater,Acid Mine Drainage,"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA",IMG Annotation Pipeline v.4.16.5,199764,Ga0188172,Gp0213844,Gs0129031,2018-10-15,Custom JGI assembly v. Nielsen et. al.,Updating visibility of taxon created using public NCBI SRA data from private to public -- IMGSUPP-3620,Yes,Yes,2022-02-23,Primary,,,PRJNA76185,SAMN00744480,,Illumina HiSeq 2000,,Complete,Metagenome,Environmental,Aquatic,Groundwater,Freshwater,Acid Mine Drainage,,,,"USA: Iron Mountain, California",Acid mine drainage,Richmond mine site Abmuck,8855,40.67542,-122.53025,23816290,30729,7416,0,0,360,10377624,43.57,23730073,99.64,30072,97.86,657,2.14,61,12,20,3,24,2,596,0,,,17814,57.97,12258,39.89,,,17068,55.54,,,16645,54.17,0,0,6796,22.12,7005,22.8,23067,75.07,11483,37.37,18589,60.49,4291,13.96,25781,83.9,,,,,,,,2231,,2485,0,0,13.0,1.0,0,0,5.91,3,2,4.64,,,SRX103578,SRR359031,0,0,0,0.0,0,0,0.0,Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,MGX,S66,Richmond-AMD,Richmond-AMD-MGX-S66-3300030413,True,Iron-rich comparison,Richmond-AMD-MGX-S66-3300030413,Richmond-AMD-MGX-S66-3300030413,Richmond-AMD-MGX-S66-3300030413
3300038681,*Microbiome,Permanent Draft,"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA","Acid mine drainage biofilm communities from Richmond mine site C10, Iron Mt, CA, USA - AMDC100807","University of California, Berkeley",3300038681,Metagenome Analysis,Environmental,Aquatic,Freshwater,Groundwater,Acid Mine Drainage,"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA",IMG Annotation Pipeline v.5.0.15,217369,Ga0188175,Gp0213847,Gs0129031,2020-04-07,Custom JGI assembly v. Nielsen et. al.,,Yes,Yes,2020-04-07,Primary,,,PRJNA76185,SAMN00744475,,Illumina HiSeq 2000,,Complete,Metagenome,Environmental,Aquatic,Groundwater,Freshwater,Acid Mine Drainage,,,,"USA: Iron Mountain, California",Acid mine drainage,Richmond mine site C10,8855,40.67542,-122.53025,15514296,22027,6193,0,0,71,6797904,43.82,15452789,99.6,21544,97.81,483,2.19,37,9,10,0,18,0,446,0,,,13258,60.19,8286,37.62,,,12926,58.68,,,11386,51.69,3409,15,4477,20.33,4787,21.73,16757,76.07,7688,34.9,13856,62.9,2804,12.73,18740,85.08,,,,,,,,2298,,2282,1084,0,12.0,3.0,0,0,5.17,4,2,3.7,,,SRX103572,SRR359026,0,0,0,0.0,0,0,0.0,Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,MGX,S67,Richmond-AMD,Richmond-AMD-MGX-S67-3300038681,True,Iron-rich comparison,Richmond-AMD-MGX-S67-3300038681,Richmond-AMD-MGX-S67-3300038681,Richmond-AMD-MGX-S67-3300038681
