Module_id,Module_name,Sample,present_KOs,required_KOs,missing_KOs,KEMET_style_status_3state
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Hydrotherm Fe rich 3300023368,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Acid mine drainage 3300038487,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Freshwater sediment microbial 3300031593,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Acid mine drainage 3300030082,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Freshwater sediment microbial 3300031604,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Freshwater sediment microbial 3300021518,1,3,2,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Acid mine drainage 3300030398,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Acid mine drainage 3300030242,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Hydrotherm Fe rich 3300023439,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Freshwater microbial communitie 3300024333,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Lab enriched sediment 3300039027,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Acid mine drainage 3300039205,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Freshwater microbial communitie 3300043827,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Lab enriched acid 3300038471,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Acid mine drainage 3300030335,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Freshwater microbial communitie 3300028737,1,3,2,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Lab enriched acid 3300038411,1,3,2,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Freshwater sediment microbial 3300031877,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Acid mine drainage 3300038731,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Acid mine drainage 3300038979,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Hydrotherm Fe rich 3300023548,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Metatransc of freshwater 3300061576,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Acid mine drainage 3300038486,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Freshwater sediment microbial 3300031587,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Acid Mine Drainage 3300005360,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Acid mine drainage 3300008723,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Acid mine drainage 3300038493,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Freshwater sediment microbial 3300036045,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Metatransc of lab 3300046013,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Acid mine drainage 3300038729,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Acid mine drainage 3300030413,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Lab enriched acid 3300038412,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Freshwater sediment microbial 3300031806,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Metatransc of lab 3300055057,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Hydrotherm Fe rich 3300023440,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Lab enriched sediment 3300039028,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Acid mine drainage 3300008566,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Freshwater microbial communitie 3300024341,1,3,2,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Freshwater sediment microbial 3300021517,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Metatransc of lab 3300055062,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Hydrotherm Fe rich 3300023442,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Freshwater sediment microbial 3300036046,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Hydrotherm Fe rich 3300023313,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Acid mine drainage 3300039211,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Acid mine drainage 3300008721,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Pink biofilm microbial 3300003104,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Acid mine drainage 3300038681,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Acid mine drainage 3300030228,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Metatransc of lab 3300055069,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Acid Mine Drainage 2010484004,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Hydrotherm Fe rich 3300023307,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Freshwater sediment microbial 3300031876,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Freshwater microbial communitie 3300023177,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Biofilm microbial communitie 3300021476,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Acid Mine Drainage 3300003083,0,3,3,Incomplete
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Hydrotherm Fe rich 3300023444,0,3,3,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Acid mine drainage 3300038494,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Lab enriched acid 3300038413,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Acid mine drainage 3300008567,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Acid mine drainage 3300030091,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Hydrotherm Fe rich 3300023310,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Metatransc of lab 3300046014,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Metatransc of lab 3300055056,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Freshwater sediment microbial 3300010391,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Freshwater sediment microbial 3300031898,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Freshwater microbial communitie 3300024300,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Metatransc of lab 3300055061,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Hydrotherm Fe rich 3300023368,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Acid mine drainage 3300038487,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Freshwater sediment microbial 3300031593,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Acid mine drainage 3300030082,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Freshwater sediment microbial 3300031604,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Freshwater sediment microbial 3300021518,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Acid mine drainage 3300030398,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Acid mine drainage 3300030242,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Hydrotherm Fe rich 3300023439,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Freshwater microbial communitie 3300024333,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Lab enriched sediment 3300039027,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Acid mine drainage 3300039205,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Freshwater microbial communitie 3300043827,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Lab enriched acid 3300038471,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Acid mine drainage 3300030335,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Freshwater microbial communitie 3300028737,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Lab enriched acid 3300038411,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Freshwater sediment microbial 3300031877,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Acid mine drainage 3300038731,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Acid mine drainage 3300038979,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Hydrotherm Fe rich 3300023548,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Metatransc of freshwater 3300061576,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Acid mine drainage 3300038486,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Freshwater sediment microbial 3300031587,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Acid Mine Drainage 3300005360,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Acid mine drainage 3300008723,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Acid mine drainage 3300038493,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Freshwater sediment microbial 3300036045,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Metatransc of lab 3300046013,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Acid mine drainage 3300038729,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Acid mine drainage 3300030413,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Lab enriched acid 3300038412,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Freshwater sediment microbial 3300031806,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Metatransc of lab 3300055057,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Hydrotherm Fe rich 3300023440,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Lab enriched sediment 3300039028,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Acid mine drainage 3300008566,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Freshwater microbial communitie 3300024341,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Freshwater sediment microbial 3300021517,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Metatransc of lab 3300055062,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Hydrotherm Fe rich 3300023442,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Freshwater sediment microbial 3300036046,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Hydrotherm Fe rich 3300023313,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Acid mine drainage 3300039211,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Acid mine drainage 3300008721,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Pink biofilm microbial 3300003104,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Acid mine drainage 3300038681,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Acid mine drainage 3300030228,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Metatransc of lab 3300055069,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Acid Mine Drainage 2010484004,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Hydrotherm Fe rich 3300023307,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Freshwater sediment microbial 3300031876,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Freshwater microbial communitie 3300023177,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Biofilm microbial communitie 3300021476,1,7,6,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Acid Mine Drainage 3300003083,0,7,7,Incomplete
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Hydrotherm Fe rich 3300023444,1,7,6,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Acid mine drainage 3300038494,0,4,4,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Lab enriched acid 3300038413,3,4,1,1 block missing
M00861,"beta-Oxidation, peroxisome, VLCFA",Acid mine drainage 3300008567,0,4,4,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Acid mine drainage 3300030091,0,4,4,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Hydrotherm Fe rich 3300023310,1,4,3,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Metatransc of lab 3300046014,0,4,4,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Metatransc of lab 3300055056,1,4,3,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Freshwater sediment microbial 3300010391,3,4,1,1 block missing
M00861,"beta-Oxidation, peroxisome, VLCFA",Freshwater sediment microbial 3300031898,2,4,2,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Freshwater microbial communitie 3300024300,4,4,0,Complete
M00861,"beta-Oxidation, peroxisome, VLCFA",Metatransc of lab 3300055061,0,4,4,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Hydrotherm Fe rich 3300023368,3,4,1,1 block missing
M00861,"beta-Oxidation, peroxisome, VLCFA",Acid mine drainage 3300038487,0,4,4,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Freshwater sediment microbial 3300031593,2,4,2,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Acid mine drainage 3300030082,0,4,4,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Freshwater sediment microbial 3300031604,2,4,2,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Freshwater sediment microbial 3300021518,4,4,0,Complete
M00861,"beta-Oxidation, peroxisome, VLCFA",Acid mine drainage 3300030398,0,4,4,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Acid mine drainage 3300030242,0,4,4,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Hydrotherm Fe rich 3300023439,3,4,1,1 block missing
M00861,"beta-Oxidation, peroxisome, VLCFA",Freshwater microbial communitie 3300024333,4,4,0,Complete
M00861,"beta-Oxidation, peroxisome, VLCFA",Lab enriched sediment 3300039027,0,4,4,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Acid mine drainage 3300039205,0,4,4,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Freshwater microbial communitie 3300043827,2,4,2,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Lab enriched acid 3300038471,3,4,1,1 block missing
M00861,"beta-Oxidation, peroxisome, VLCFA",Acid mine drainage 3300030335,0,4,4,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Freshwater microbial communitie 3300028737,4,4,0,Complete
M00861,"beta-Oxidation, peroxisome, VLCFA",Lab enriched acid 3300038411,3,4,1,1 block missing
M00861,"beta-Oxidation, peroxisome, VLCFA",Freshwater sediment microbial 3300031877,2,4,2,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Acid mine drainage 3300038731,0,4,4,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Acid mine drainage 3300038979,0,4,4,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Hydrotherm Fe rich 3300023548,3,4,1,1 block missing
M00861,"beta-Oxidation, peroxisome, VLCFA",Metatransc of freshwater 3300061576,3,4,1,1 block missing
M00861,"beta-Oxidation, peroxisome, VLCFA",Acid mine drainage 3300038486,0,4,4,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Freshwater sediment microbial 3300031587,2,4,2,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Acid Mine Drainage 3300005360,0,4,4,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Acid mine drainage 3300008723,0,4,4,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Acid mine drainage 3300038493,0,4,4,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Freshwater sediment microbial 3300036045,3,4,1,1 block missing
M00861,"beta-Oxidation, peroxisome, VLCFA",Metatransc of lab 3300046013,4,4,0,Complete
M00861,"beta-Oxidation, peroxisome, VLCFA",Acid mine drainage 3300038729,0,4,4,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Acid mine drainage 3300030413,0,4,4,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Lab enriched acid 3300038412,4,4,0,Complete
M00861,"beta-Oxidation, peroxisome, VLCFA",Freshwater sediment microbial 3300031806,2,4,2,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Metatransc of lab 3300055057,1,4,3,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Hydrotherm Fe rich 3300023440,2,4,2,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Lab enriched sediment 3300039028,0,4,4,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Acid mine drainage 3300008566,0,4,4,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Freshwater microbial communitie 3300024341,3,4,1,1 block missing
M00861,"beta-Oxidation, peroxisome, VLCFA",Freshwater sediment microbial 3300021517,4,4,0,Complete
M00861,"beta-Oxidation, peroxisome, VLCFA",Metatransc of lab 3300055062,2,4,2,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Hydrotherm Fe rich 3300023442,4,4,0,Complete
M00861,"beta-Oxidation, peroxisome, VLCFA",Freshwater sediment microbial 3300036046,4,4,0,Complete
M00861,"beta-Oxidation, peroxisome, VLCFA",Hydrotherm Fe rich 3300023313,0,4,4,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Acid mine drainage 3300039211,0,4,4,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Acid mine drainage 3300008721,0,4,4,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Pink biofilm microbial 3300003104,0,4,4,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Acid mine drainage 3300038681,0,4,4,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Acid mine drainage 3300030228,1,4,3,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Metatransc of lab 3300055069,2,4,2,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Acid Mine Drainage 2010484004,1,4,3,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Hydrotherm Fe rich 3300023307,0,4,4,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Freshwater sediment microbial 3300031876,2,4,2,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Freshwater microbial communitie 3300023177,3,4,1,1 block missing
M00861,"beta-Oxidation, peroxisome, VLCFA",Biofilm microbial communitie 3300021476,2,4,2,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Acid Mine Drainage 3300003083,0,4,4,Incomplete
M00861,"beta-Oxidation, peroxisome, VLCFA",Hydrotherm Fe rich 3300023444,3,4,1,1 block missing
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Acid mine drainage 3300038494,0,3,3,Incomplete
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Lab enriched acid 3300038413,2,3,1,1 block missing
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Acid mine drainage 3300008567,0,3,3,Incomplete
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Acid mine drainage 3300030091,0,3,3,Incomplete
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Hydrotherm Fe rich 3300023310,1,3,2,Incomplete
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Metatransc of lab 3300046014,0,3,3,Incomplete
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Metatransc of lab 3300055056,0,3,3,Incomplete
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Freshwater sediment microbial 3300010391,2,3,1,1 block missing
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Freshwater sediment microbial 3300031898,2,3,1,1 block missing
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Freshwater microbial communitie 3300024300,2,3,1,1 block missing
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Metatransc of lab 3300055061,0,3,3,Incomplete
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Hydrotherm Fe rich 3300023368,2,3,1,1 block missing
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Acid mine drainage 3300038487,0,3,3,Incomplete
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Freshwater sediment microbial 3300031593,2,3,1,1 block missing
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Acid mine drainage 3300030082,0,3,3,Incomplete
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Freshwater sediment microbial 3300031604,2,3,1,1 block missing
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Freshwater sediment microbial 3300021518,2,3,1,1 block missing
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Acid mine drainage 3300030398,0,3,3,Incomplete
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Acid mine drainage 3300030242,0,3,3,Incomplete
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Hydrotherm Fe rich 3300023439,1,3,2,Incomplete
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Freshwater microbial communitie 3300024333,2,3,1,1 block missing
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Lab enriched sediment 3300039027,0,3,3,Incomplete
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Acid mine drainage 3300039205,0,3,3,Incomplete
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Freshwater microbial communitie 3300043827,1,3,2,Incomplete
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Lab enriched acid 3300038471,2,3,1,1 block missing
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Acid mine drainage 3300030335,0,3,3,Incomplete
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Freshwater microbial communitie 3300028737,2,3,1,1 block missing
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Lab enriched acid 3300038411,2,3,1,1 block missing
