Figure,Description,PNG,PDF,SVG,Script,Inputs,Command,Usage,Panel_count,SHA256_PNG,Title,Panel,Purpose,Data_origin,Intermediate_files,Parameters,Filters,Statistical_methods,Random_seed,Libraries_and_versions,Article_location,App_location,Validation_status,SHA256_PDF,SHA256_SVG,Notes,Last_generated_UTC
Supplementary Figure 60,SupplementaryFigure60_Taxonomy_Bacteria_Genus_individual_samples_heatmap_relative_abundance,SupplementaryFigure60_Taxonomy_Bacteria_Genus_individual_samples_heatmap_relative_abundance.png,SupplementaryFigure60_Taxonomy_Bacteria_Genus_individual_samples_heatmap_relative_abundance.pdf,SupplementaryFigure60_Taxonomy_Bacteria_Genus_individual_samples_heatmap_relative_abundance.svg,scripts/generate_taxonomy_supplementary_figures.py,data/resultado.cds.otu.tab; data/resultado.cds.tax.tab; data/st8_metadata_curated.csv,python scripts/generate_taxonomy_supplementary_figures.py --base-dir .,supplementary material and application where applicable,1,e0fdf0a06add22405ff355133e90cd2eb136a55bd3878646afc87d44f976ec8a,,,,,,,,,,,,,,9830fc09cc05daa1612bd92a12500f8e37f58b3acd9fdeb213dec26ad53a4ab7,12c459db1ae1d717122057fc0510082af576cefd38edd2f40b08aef42897f24e,,2026-07-26T03:10:20.893877+00:00
Supplementary Figure 61,SupplementaryFigure61_Taxonomy_Archaea_Genus_individual_samples_barplot_100pct,SupplementaryFigure61_Taxonomy_Archaea_Genus_individual_samples_barplot_100pct.png,SupplementaryFigure61_Taxonomy_Archaea_Genus_individual_samples_barplot_100pct.pdf,SupplementaryFigure61_Taxonomy_Archaea_Genus_individual_samples_barplot_100pct.svg,scripts/generate_targeted_figures_20260805.py,data/resultado.cds.otu.tab; data/resultado.cds.tax.display_current.tab; data/mapeamento_taxonomico.csv; reproducibility/ordination_reproducibility,python scripts/generate_targeted_figures_20260805.py --package-root . --targets all,article; application,1,fa31ee4eee63dd12e28ba803f1f270f9ee973b37872ee33d2e9466a8be3e0022,SupplementaryFigure61_Taxonomy_Archaea_Genus_individual_samples_barplot_100pct,Complete figure,Apply the strict per-sample <1% display rule and exact Unclassified labels while preserving all source counts and frozen ordinations.,Canonical packaged study inputs; scientific matrices and frozen ordination results preserved.,data/final_publication_derived/TAXONOMY_STRICT_LT1_ROW_AUDIT_20260805.csv; data/final_publication_derived/OTHER_TAXA_LT1_TRACEABILITY_20260805.csv; data/final_publication_derived/UNCLASSIFIED_PERCENTAGES_20260805.csv,Classified values strictly <1% per sample -> Other taxa (<1%); exactly 1% explicit; Unclassified independent with exact percentage label; no Top-N.,"No sample, taxon reaching 1%, Unclassified record or frozen ordination coordinate removed.",No new statistical analysis for taxonomy bars; frozen NMDS/RDA coordinates and statistics are reused for Figures 4 and 5.,Not applicable — deterministic.,Python; pandas; NumPy; Matplotlib; Plotly; Pillow; versions in requirements.txt.,article/03_Supplementary_Figures/SupplementaryFigure61_Taxonomy_Archaea_Genus_individual_samples_barplot_100pct.png,outputs/app_supplementary_figures/SupplementaryFigure61_Taxonomy_Archaea_Genus_individual_samples_barplot_100pct.png,"PASS — regenerated, audited and static–interactive parity verified (20260805).",6932c65c38be9deb7cf2011d4949c6afd257c4c71684885331ce47ab909c63f8,b8c65c1393ea4b31deca7e6ff52995a4fe7f68fe143a7fe29f63b8261bcd0ebf,"Targeted correction only; no unrelated figure, application module or scientific inference changed.",2026-08-05T00:00:00+00:00
Supplementary Figure 62,SupplementaryFigure62_Taxonomy_Archaea_Genus_individual_samples_heatmap_relative_abundance,SupplementaryFigure62_Taxonomy_Archaea_Genus_individual_samples_heatmap_relative_abundance.png,SupplementaryFigure62_Taxonomy_Archaea_Genus_individual_samples_heatmap_relative_abundance.pdf,SupplementaryFigure62_Taxonomy_Archaea_Genus_individual_samples_heatmap_relative_abundance.svg,scripts/generate_taxonomy_supplementary_figures.py,data/resultado.cds.otu.tab; data/resultado.cds.tax.tab; data/st8_metadata_curated.csv,python scripts/generate_taxonomy_supplementary_figures.py --base-dir .,supplementary material and application where applicable,1,587846a3bbcdb00ad43d17d3391b49a02b63c82be5e6a39171c364c896d20a16,,,,,,,,,,,,,,1f06e3f5f6a29900932bf850b4903ec7cc2d84320546cff39c25bcd56a5ff8f1,41cb484a3a803970b061a0b9f334bc788030a8e0b832dc0199ef7e7e404ae830,,2026-07-26T03:10:20.893877+00:00
Supplementary Figure 63,SupplementaryFigure63_Taxonomy_Bacteria_Species_individual_samples_barplot_100pct,SupplementaryFigure63_Taxonomy_Bacteria_Species_individual_samples_barplot_100pct.png,SupplementaryFigure63_Taxonomy_Bacteria_Species_individual_samples_barplot_100pct.pdf,SupplementaryFigure63_Taxonomy_Bacteria_Species_individual_samples_barplot_100pct.svg,scripts/generate_taxonomy_supplementary_figures.py,data/resultado.cds.otu.tab; data/resultado.cds.tax.tab; data/taxonomy_palette.json,python scripts/generate_taxonomy_supplementary_figures.py --base-dir . --article-root ../CangaMetaG_Article_Final --only 63,Supplementary taxonomy figure; all original results retained with presentation-only legibility changes.,1,ac3b2d26e624d9a0becb61a5ae8516e9fe658fa046087302edd3c3c9c239a5eb,,,,,,15.2x9.45 in; title=17.0 pt; axes=14.5 pt; ticks=12.0 pt; labels=12.5 pt; legend=11.5 pt,"Top 24 taxa plus Others, unchanged",Scientific matrix and values unchanged; presentation-only layout regeneration.,Not applicable,Python 3.13.5; pandas 2.2.3; NumPy 2.3.5; Matplotlib 3.10.8,03_Supplementary_Figures/SupplementaryFigure63_Taxonomy_Bacteria_Species_individual_samples_barplot_100pct.png,outputs/app_supplementary_figures/SupplementaryFigure63_Taxonomy_Bacteria_Species_individual_samples_barplot_100pct.png,PASS — regenerated by canonical v14 script and inspected in rendered DOCX/PDF,fc60c74e995dd9edeb77a4df9b454038a0b9942e5cdb3e4cd3c9a7d24b27dabd,607c9baeccacc81205d9b6910ad6865e83796078cd92eae9e2acbb208e14fe0b,Final order v14; scientific values unchanged; no manual image editing.,2026-07-26T03:10:20.893877+00:00
Supplementary Figure 64,SupplementaryFigure64_Taxonomy_Bacteria_Species_individual_samples_heatmap_relative_abundance,SupplementaryFigure64_Taxonomy_Bacteria_Species_individual_samples_heatmap_relative_abundance.png,SupplementaryFigure64_Taxonomy_Bacteria_Species_individual_samples_heatmap_relative_abundance.pdf,SupplementaryFigure64_Taxonomy_Bacteria_Species_individual_samples_heatmap_relative_abundance.svg,scripts/generate_taxonomy_supplementary_figures.py,data/resultado.cds.otu.tab; data/resultado.cds.tax.tab; data/st8_metadata_curated.csv,python scripts/generate_taxonomy_supplementary_figures.py --base-dir .,supplementary material and application where applicable,1,a5a4c9d7d13b262e6a3d6a437f2380f9a34d42941e7a8f7f3905eed51cb4058f,,,,,,,,,,,,,,d991ab9575e043c0867e7670ecb840fa1e969217d3bde0f83aef00eb456c79eb,f729c4874aa7097141f7c57bd77d905ae20490ec1ec398875aedbb2eb3ff81b6,,2026-07-26T03:10:20.893877+00:00
Supplementary Figure 65,SupplementaryFigure65_Taxonomy_Archaea_Species_individual_samples_barplot_100pct,SupplementaryFigure65_Taxonomy_Archaea_Species_individual_samples_barplot_100pct.png,SupplementaryFigure65_Taxonomy_Archaea_Species_individual_samples_barplot_100pct.pdf,SupplementaryFigure65_Taxonomy_Archaea_Species_individual_samples_barplot_100pct.svg,scripts/generate_taxonomy_supplementary_figures.py,data/resultado.cds.otu.tab; data/resultado.cds.tax.tab; data/taxonomy_palette.json,python scripts/generate_taxonomy_supplementary_figures.py --base-dir . --article-root ../CangaMetaG_Article_Final --only 65,Supplementary taxonomy figure; all original results retained with presentation-only legibility changes.,1,6edd75c751fe6e2f5b8ccbbd49c9bccc7d78c375bba79756a5c3585e55f2030c,,,,,,15.2x9.45 in; title=17.0 pt; axes=14.5 pt; ticks=12.0 pt; labels=12.5 pt; legend=11.5 pt,"Top 24 taxa plus Others, unchanged",Scientific matrix and values unchanged; presentation-only layout regeneration.,Not applicable,Python 3.13.5; pandas 2.2.3; NumPy 2.3.5; Matplotlib 3.10.8,03_Supplementary_Figures/SupplementaryFigure65_Taxonomy_Archaea_Species_individual_samples_barplot_100pct.png,outputs/app_supplementary_figures/SupplementaryFigure65_Taxonomy_Archaea_Species_individual_samples_barplot_100pct.png,PASS — regenerated by canonical v14 script and inspected in rendered DOCX/PDF,a2a2896df4395dbeed195c50eb3ef4e9ed3e1c9aa6bdc7ef17a07e28ad91f72d,86340260c7ac80002e2de00a5dec33e3a03c51584f8c9cdc8881d203d9e4f313,Final order v14; scientific values unchanged; no manual image editing.,2026-07-26T03:10:20.893877+00:00
Supplementary Figure 66,SupplementaryFigure66_Taxonomy_Archaea_Species_individual_samples_heatmap_relative_abundance,SupplementaryFigure66_Taxonomy_Archaea_Species_individual_samples_heatmap_relative_abundance.png,SupplementaryFigure66_Taxonomy_Archaea_Species_individual_samples_heatmap_relative_abundance.pdf,SupplementaryFigure66_Taxonomy_Archaea_Species_individual_samples_heatmap_relative_abundance.svg,scripts/generate_taxonomy_supplementary_figures.py,data/resultado.cds.otu.tab; data/resultado.cds.tax.tab; data/st8_metadata_curated.csv,python scripts/generate_taxonomy_supplementary_figures.py --base-dir .,supplementary material and application where applicable,1,98c884289c35252aedd155035d993dadab5bbff735e09879cb56613bbd786891,,,,,,,,,,,,,,4cd2d944b39f3340333e2980b04fdc74024d54a99d498a65e2a630ea076105f4,09517dab8403cc550c93e70da4fcfee27ec10f5c23210cd556b3e27bc2f3626d,,2026-07-26T03:10:20.893877+00:00
Supplementary Figure 67,SupplementaryFigure67_lagoon_plus_external_iron_rich_module_completeness_KEMET_style_3state_heatmap,SupplementaryFigure67_lagoon_plus_external_iron_rich_module_completeness_KEMET_style_3state_heatmap_P001.png,SupplementaryFigure67_lagoon_plus_external_iron_rich_module_completeness_KEMET_style_3state_heatmap_P001.pdf,SupplementaryFigure67_lagoon_plus_external_iron_rich_module_completeness_KEMET_style_3state_heatmap_P001.svg,scripts/figures/generate_environmental_group_heatmaps.py,data/module_figure_inputs/SupplementaryFigure67_lagoon_plus_external_iron_rich_module_completeness_KEMET_style_3state_heatmap_thematic_status.csv; data/module_figure_inputs/st8_metadata_curated.csv,python scripts/figures/generate_environmental_group_heatmaps.py --root .,Article supplementary figure panels and application integral heatmap/summary generated from the same thematic status matrix.,2,5ce0459abd5e54e643d057a3b3e16594afb50cd07298cde27b6cfca73ef5df64,Amazonian plus external thematic module completeness,P001–P002,Show all original module-completeness states for rows with at least one Complete call across the combined Amazonian and external matrix.,Packaged thematic status matrix; source matrices remain unchanged.,data/final_publication_derived/SupplementaryFigure67_lagoon_plus_external_iron_rich_module_completeness_KEMET_style_3state_heatmap_status.csv; data/final_publication_derived/SupplementaryFigure67_lagoon_plus_external_iron_rich_module_completeness_KEMET_style_3state_heatmap_column_order.csv,"Rows unchanged; 20 modules per panel; original column order; colors Complete #2E7D32, 1 block missing #4575B4, Incomplete #D73027; missing white.","No recalculation, aggregation, normalization or status reclassification.",No statistical values recalculated; presentation-only module selection and pagination.,Not applicable — deterministic ordering and categorical heatmap.,Python; pandas; NumPy; Matplotlib,03_Supplementary_Figures/SupplementaryFigure67_lagoon_plus_external_iron_rich_module_completeness_KEMET_style_3state_heatmap_P001.png,outputs/app_supplementary_figures/SupplementaryFigure67_lagoon_plus_external_iron_rich_module_completeness_KEMET_style_3state_heatmap.png,PASS — generator executed; cell-by-cell equivalence audit passed.,6603618ae7be80de6788a85b5564d64fda51a9fc30b98f71cbbd9b8c1a8685c1,dbcab5628d88efe9f13a29371021d653febcd5df4836689d553c0de9398d47b3,Original S67 retained and regenerated by the same canonical script used for the grouped alternative.,2026-07-26T03:10:20.893877+00:00
Supplementary Figure 68,SupplementaryFigure68_biogeochemical_KO_directional_contrast,SupplementaryFigure68_biogeochemical_KO_directional_contrast.png,SupplementaryFigure68_biogeochemical_KO_directional_contrast.pdf,SupplementaryFigure68_biogeochemical_KO_directional_contrast.svg,scripts/generate_bidirectional_environment_contrast_figures.py,tables/Supplementary_Table_4.xlsx; tables/Supplementary_Table_5.xlsx,python scripts/generate_bidirectional_environment_contrast_figures.py --base-dir .,supplementary material and application where applicable,1,e2ff4e926b60f0d73a1365f206c840329a9cfa4655b8f9671d591c25e454351a,,,,,,,,,,,,,,0d059e79d06643adb2703d4b5d2fe83c36e149837d783040f1867e537d7bfb65,fb0914a98d29fb3a675f4eb5a152c09f73049213d3628fbe214050f601433112,,2026-07-26T03:10:20.893877+00:00
Supplementary Figure 69,SupplementaryFigure69_iron_KO_directional_contrast,SupplementaryFigure69_iron_KO_directional_contrast.png,SupplementaryFigure69_iron_KO_directional_contrast.pdf,SupplementaryFigure69_iron_KO_directional_contrast.svg,scripts/generate_bidirectional_environment_contrast_figures.py,tables/Supplementary_Table_4.xlsx; tables/Supplementary_Table_5.xlsx,python scripts/generate_bidirectional_environment_contrast_figures.py --base-dir .,supplementary material and application where applicable,1,d4bc9320bb44de668346f3f446b28f80a150eb253b175fe4241966810ac90ea2,,,,,,,,,,,,,,f107fc6f858a571045a6f6382fe03fbf7ef923b5ebada6bc5bc8c0fe1b5aa60b,ff8be0b7851140d85103e36f067d858c355bd000174603f8329d16779fb09f30,,2026-07-26T03:10:20.893877+00:00
Supplementary Figure 70,SupplementaryFigure70_external_iron_rich_environment_world_map,SupplementaryFigure70_external_iron_rich_environment_world_map.png,SupplementaryFigure70_external_iron_rich_environment_world_map.pdf,SupplementaryFigure70_external_iron_rich_environment_world_map.svg,scripts/figures/generate_world_map_revision3.py,data/st8_metadata_curated.csv,python scripts/figures/generate_world_map_revision3.py --base-dir . --article-root ../CangaMetaG_Article_Final,supplementary information; application,1,f9b5c32ac8d11acb7fc8355dcce794e29ff87d659529ae37130456e6894757a8,,,,,,,,,,,,,,cf54ed4dc4c897e7e44129729cdf1ba9e54abd74dc88f32f42dc2e83e7db696b,a1f86da480b6c0531621d3c3a9b7e166a8fb3d7b8b75330d2d4128cdebd1220a,,2026-07-26T03:10:20.893877+00:00
Supplementary Figure 67 — environmental group,SupplementaryFigure67_lagoon_plus_external_iron_rich_module_completeness_by_environmental_group,SupplementaryFigure67_lagoon_plus_external_iron_rich_module_completeness_by_environmental_group_P001.png,SupplementaryFigure67_lagoon_plus_external_iron_rich_module_completeness_by_environmental_group_P001.pdf,SupplementaryFigure67_lagoon_plus_external_iron_rich_module_completeness_by_environmental_group_P001.svg,scripts/figures/generate_environmental_group_heatmaps.py,data/module_figure_inputs/SupplementaryFigure67_lagoon_plus_external_iron_rich_module_completeness_KEMET_style_3state_heatmap_thematic_status.csv; data/module_figure_inputs/st8_metadata_curated.csv,python scripts/figures/generate_environmental_group_heatmaps.py --root .,Article supplementary figure panels and application integral heatmap/summary generated from the same thematic status matrix.,2,7707aa542dfbf9a2326eef94a319cdc9353d173966ebe137fafcc75aec538257,S67 alternative organized by environmental group,P001–P002,Render the same categorical status matrix with columns permuted only to place samples/records from the same environmental group side by side.,Packaged thematic status matrix; source matrices remain unchanged.,data/final_publication_derived/SupplementaryFigure67_lagoon_plus_external_iron_rich_module_completeness_by_environmental_group_status.csv; data/final_publication_derived/SupplementaryFigure67_lagoon_plus_external_iron_rich_module_completeness_by_environmental_group_column_order.csv,"20 modules per panel; stable environmental-group order; original rows, values, colors and axis orientation retained.","Column permutation only; no removal, duplication, aggregation, recalculation, normalization, transformation or reclassification.",No statistical values recalculated; presentation-only module selection and pagination.,Not applicable — deterministic stable ordering.,Python; pandas; NumPy; Matplotlib,03_Supplementary_Figures/SupplementaryFigure67_lagoon_plus_external_iron_rich_module_completeness_by_environmental_group_P001.png,outputs/app_supplementary_figures/SupplementaryFigure67_lagoon_plus_external_iron_rich_module_completeness_by_environmental_group.png,PASS — restored-order matrices and every cell identical to the original version.,4c9789d647684d57e5a297ad426bead848b37a4129ae396782fa8159f86a980f,03876fbafaed1868b5751d5232f7b597761cdc033c9cd59e810af15483fec9c8,S67 environmental-group alternative remains available beside the original S67 layout.,2026-07-26T03:10:20.893877+00:00
