Module_id,Module_name,Sample,KEMET_like_status_3state
M00777,"Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b",Metatransc of lab 3300055056,INCOMPLETE
M00778,"Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide",Metatransc of lab 3300055056,INCOMPLETE
M00779,"Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin",Metatransc of lab 3300055056,INCOMPLETE
M00780,"Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline",Metatransc of lab 3300055056,INCOMPLETE
M00781,"Nogalavinone/aklavinone biosynthesis, deoxynogalonate/deoxyaklanonate => nogalavinone/aklavinone",Metatransc of lab 3300055056,INCOMPLETE
M00782,"Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin",Metatransc of lab 3300055056,INCOMPLETE
M00783,"Tetracenomycin C/8-demethyltetracenomycin C biosynthesis, tetracenomycin F2 => tetracenomycin C/8-demethyltetracenomycin C",Metatransc of lab 3300055056,INCOMPLETE
M00784,"Elloramycin biosynthesis, 8-demethyltetracenomycin C => elloramycin A",Metatransc of lab 3300055056,INCOMPLETE
M00785,"Cycloserine biosynthesis, arginine/serine => cycloserine",Metatransc of lab 3300055056,INCOMPLETE
M00786,"Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A",Metatransc of lab 3300055056,INCOMPLETE
M00787,"Bacilysin biosynthesis, prephenate => bacilysin",Metatransc of lab 3300055056,INCOMPLETE
M00788,"Terpentecin biosynthesis, GGAP => terpentecin",Metatransc of lab 3300055056,INCOMPLETE
M00789,"Rebeccamycin biosynthesis, tryptophan => rebeccamycin",Metatransc of lab 3300055056,INCOMPLETE
M00790,"Pyrrolnitrin biosynthesis, tryptophan => pyrrolnitrin",Metatransc of lab 3300055056,INCOMPLETE
M00793,dTDP-L-rhamnose biosynthesis,Metatransc of lab 3300055056,1 BLOCK MISSING
M00794,dTDP-6-deoxy-D-allose biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00795,dTDP-beta-L-noviose biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00796,dTDP-D-mycaminose biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00797,dTDP-D-desosamine biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00798,dTDP-L-mycarose biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00799,dTDP-L-oleandrose biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00800,dTDP-L-megosamine biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00801,dTDP-L-olivose biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00802,dTDP-D-forosamine biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00803,dTDP-D-angolosamine biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00804,"Complete nitrification, comammox, ammonia => nitrite => nitrate",Metatransc of lab 3300055056,1 BLOCK MISSING
M00805,"Staurosporine biosynthesis, tryptophan => staurosporine",Metatransc of lab 3300055056,INCOMPLETE
M00808,"Violacein biosynthesis, tryptophan => violacein",Metatransc of lab 3300055056,INCOMPLETE
M00810,"Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde",Metatransc of lab 3300055056,INCOMPLETE
M00811,"Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde",Metatransc of lab 3300055056,INCOMPLETE
M00814,"Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose",Metatransc of lab 3300055056,INCOMPLETE
M00815,"Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A",Metatransc of lab 3300055056,INCOMPLETE
M00819,"Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone",Metatransc of lab 3300055056,INCOMPLETE
M00823,"Chlortetracycline biosynthesis, pretetramide => chlortetracycline",Metatransc of lab 3300055056,INCOMPLETE
M00824,"9-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 9-membered enediyne core",Metatransc of lab 3300055056,INCOMPLETE
M00825,"10-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 10-membered enediyne core",Metatransc of lab 3300055056,INCOMPLETE
M00826,"C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA",Metatransc of lab 3300055056,INCOMPLETE
M00827,"C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP",Metatransc of lab 3300055056,INCOMPLETE
M00828,"Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(4-hydroxyphenyl)-3-oxopropanoyl-PCP",Metatransc of lab 3300055056,INCOMPLETE
M00829,"3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA",Metatransc of lab 3300055056,INCOMPLETE
M00830,"Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA",Metatransc of lab 3300055056,INCOMPLETE
M00831,"Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA",Metatransc of lab 3300055056,INCOMPLETE
M00832,"Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP",Metatransc of lab 3300055056,INCOMPLETE
M00833,"Calicheamicin biosynthesis, calicheamicinone => calicheamicin",Metatransc of lab 3300055056,INCOMPLETE
M00834,"Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP",Metatransc of lab 3300055056,INCOMPLETE
M00835,"Pyocyanine biosynthesis, chorismate => pyocyanine",Metatransc of lab 3300055056,INCOMPLETE
M00836,"Coenzyme F430 biosynthesis, sirohydrochlorin => coenzyme F430",Metatransc of lab 3300055056,INCOMPLETE
M00837,"Prodigiosin biosynthesis, L-proline => prodigiosin",Metatransc of lab 3300055056,INCOMPLETE
M00838,"Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin",Metatransc of lab 3300055056,INCOMPLETE
M00840,"Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF",Metatransc of lab 3300055056,INCOMPLETE
M00841,"Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF",Metatransc of lab 3300055056,INCOMPLETE
M00842,"Tetrahydrobiopterin biosynthesis, GTP => BH4",Metatransc of lab 3300055056,INCOMPLETE
M00843,"L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4",Metatransc of lab 3300055056,INCOMPLETE
M00844,"Arginine biosynthesis, ornithine => arginine",Metatransc of lab 3300055056,INCOMPLETE
M00845,"Arginine biosynthesis, glutamate => acetylcitrulline => arginine",Metatransc of lab 3300055056,INCOMPLETE
M00846,"Siroheme biosynthesis, glutamate => siroheme",Metatransc of lab 3300055056,INCOMPLETE
M00847,"Heme biosynthesis, archaea, siroheme => heme",Metatransc of lab 3300055056,INCOMPLETE
M00848,"Aurachin biosynthesis, anthranilate => aurachin A",Metatransc of lab 3300055056,INCOMPLETE
M00849,"C5 isoprenoid biosynthesis, mevalonate pathway, archaea",Metatransc of lab 3300055056,INCOMPLETE
M00850,"Vibrio cholerae pathogenicity signature, cholera toxins",Metatransc of lab 3300055056,INCOMPLETE
M00851,Carbapenem resistance,Metatransc of lab 3300055056,INCOMPLETE
M00852,"Vibrio cholerae pathogenicity signature, toxin coregulated pilus",Metatransc of lab 3300055056,INCOMPLETE
M00853,"ETEC pathogenicity signature, colonization factors",Metatransc of lab 3300055056,INCOMPLETE
M00854,"Glycogen biosynthesis, glucose-1P => glycogen/starch",Metatransc of lab 3300055056,INCOMPLETE
M00855,"Glycogen degradation, glycogen => glucose-6P",Metatransc of lab 3300055056,INCOMPLETE
M00856,"Salmonella enterica pathogenicity signature, typhoid toxin",Metatransc of lab 3300055056,INCOMPLETE
M00857,"Salmonella enterica pathogenicity signature, Vi antigen",Metatransc of lab 3300055056,INCOMPLETE
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Metatransc of lab 3300055056,INCOMPLETE
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Metatransc of lab 3300055056,INCOMPLETE
M00861,"beta-Oxidation, peroxisome, VLCFA",Metatransc of lab 3300055056,INCOMPLETE
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Metatransc of lab 3300055056,INCOMPLETE
M00866,"KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type",Metatransc of lab 3300055056,INCOMPLETE
M00867,KDO2-lipid A modification pathway,Metatransc of lab 3300055056,INCOMPLETE
M00868,"Heme biosynthesis, animals and fungi, glycine => heme",Metatransc of lab 3300055056,INCOMPLETE
M00872,"O-glycan biosynthesis, mannose type (core M3)",Metatransc of lab 3300055056,INCOMPLETE
M00873,"Fatty acid biosynthesis in mitochondria, animals",Metatransc of lab 3300055056,INCOMPLETE
M00874,"Fatty acid biosynthesis in mitochondria, fungi",Metatransc of lab 3300055056,INCOMPLETE
M00875,"Staphyloferrin B biosynthesis, L-serine => staphyloferrin B",Metatransc of lab 3300055056,INCOMPLETE
M00876,"Staphyloferrin A biosynthesis, L-ornithine => staphyloferrin A",Metatransc of lab 3300055056,INCOMPLETE
M00877,"Kanosamine biosynthesis, glucose 6-phosphate => kanosamine",Metatransc of lab 3300055056,INCOMPLETE
M00878,"Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA",Metatransc of lab 3300055056,INCOMPLETE
M00879,"Arginine succinyltransferase pathway, arginine => glutamate",Metatransc of lab 3300055056,INCOMPLETE
M00880,"Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor",Metatransc of lab 3300055056,INCOMPLETE
M00889,"Puromycin biosynthesis, ATP => puromycin",Metatransc of lab 3300055056,INCOMPLETE
M00890,"Roseoflavin biosynthesis, FMN => roseoflavin",Metatransc of lab 3300055056,INCOMPLETE
M00891,"Ditryptophenaline biosynthesis, tryptophan + phenylalanine => ditryptophenaline",Metatransc of lab 3300055056,INCOMPLETE
M00892,"UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc",Metatransc of lab 3300055056,INCOMPLETE
M00893,"Lovastatin biosynthesis, malonyl-CoA => lovastatin acid",Metatransc of lab 3300055056,INCOMPLETE
M00894,"Cannabidiol biosynthesis, malonyl-CoA => cannabidiol/dronabinol",Metatransc of lab 3300055056,INCOMPLETE
M00900,"Crocin biosynthesis, crocetin => crocin",Metatransc of lab 3300055056,INCOMPLETE
M00901,"Fumiquinazoline biosynthesis, tryptophan + alanine + anthranilate => fumiquinazoline",Metatransc of lab 3300055056,INCOMPLETE
M00902,"Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin",Metatransc of lab 3300055056,INCOMPLETE
M00903,"Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin",Metatransc of lab 3300055056,INCOMPLETE
M00904,"Dapdiamides biosynthesis, L-2,3-diaminopropanoate => dapdiamide A/B/C",Metatransc of lab 3300055056,INCOMPLETE
M00905,"Grixazone biosynthesis, aspartate 4-semialdehyde => grixazone B",Metatransc of lab 3300055056,INCOMPLETE
M00906,"Ethynylserine biosynthesis, lysine => ethynylserine",Metatransc of lab 3300055056,INCOMPLETE
M00909,"UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc",Metatransc of lab 3300055056,INCOMPLETE
M00910,Phenylalanine_biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00911,Riboflavin_biosynthesis_fungi,Metatransc of lab 3300055056,INCOMPLETE
M00912,NAD_biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00913,Pantothenate_biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00914,Coenzyme_A_biosynthesis_archaea,Metatransc of lab 3300055056,INCOMPLETE
M00915,Caffeine_degradation,Metatransc of lab 3300055056,INCOMPLETE
M00916,Pyridoxal-P_biosynthesis,Metatransc of lab 3300055056,COMPLETE
M00917,Phytosterol_biosynthesis_squalene_2,Metatransc of lab 3300055056,INCOMPLETE
M00918,Aerobactin_biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00919,Ectoine_degradation,Metatransc of lab 3300055056,INCOMPLETE
M00921,Cyclooctatin_biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00922,CMP-Neu5Ac_biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00923,UDP-L-FucNAm_biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00924,Cobalamin_biosynthesis_anaerobicc-diamide,Metatransc of lab 3300055056,INCOMPLETE
M00925,Cobalamin_biosynthesis_aerobicc-diamide,Metatransc of lab 3300055056,INCOMPLETE
M00926,Heme_biosynthesis_bacteria,Metatransc of lab 3300055056,INCOMPLETE
M00927,Gibberellin_A12_biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00928,Gibberellin_A4--A1_biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00929,Gibberellin_A1_biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00930,Menaquinone_biosynthesis_futalosine_pathway,Metatransc of lab 3300055056,INCOMPLETE
M00931,Menaquinone_biosynthesis_modified_futalosine_pathway,Metatransc of lab 3300055056,INCOMPLETE
M00932,Phylloquinone_biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00933,Plastoquinone_biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00934,Mycinamicin_biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00935,Methanofuran_biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00936,Melatonin_biosynthesis_plants,Metatransc of lab 3300055056,INCOMPLETE
M00937,Aflatoxin_biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00938,Pyrimidine_deoxyribonucleotide_biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00939,Pyrimidine_degradation,Metatransc of lab 3300055056,INCOMPLETE
M00940,Flavanone_biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00941,Isoflavone_biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00942,Pterocarpan_biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00943,Reticuline_biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00944,Morphine_biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00945,Sanguinarine_biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00946,Noscapine_biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00947,D-Arginine_racemization,Metatransc of lab 3300055056,INCOMPLETE
M00948,Hydroxyproline_degradation,Metatransc of lab 3300055056,INCOMPLETE
M00949,Staphylopine_biosynthesis,Metatransc of lab 3300055056,INCOMPLETE
M00950,Biotin_biosynthesis_BioU_pathway,Metatransc of lab 3300055056,INCOMPLETE
M00001,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",Metatransc of lab 3300055057,INCOMPLETE
M00002,"Glycolysis, core module involving three-carbon compounds",Metatransc of lab 3300055057,INCOMPLETE
M00003,"Gluconeogenesis, oxaloacetate => fructose-6P",Metatransc of lab 3300055057,INCOMPLETE
M00004,Pentose phosphate pathway (Pentose phosphate cycle),Metatransc of lab 3300055057,INCOMPLETE
M00005,"PRPP biosynthesis, ribose 5P => PRPP",Metatransc of lab 3300055057,COMPLETE
M00006,"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P",Metatransc of lab 3300055057,INCOMPLETE
M00007,"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P",Metatransc of lab 3300055057,INCOMPLETE
M00008,"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate",Metatransc of lab 3300055057,INCOMPLETE
M00009,"Citrate cycle (TCA cycle, Krebs cycle)",Metatransc of lab 3300055057,INCOMPLETE
M00010,"Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate",Metatransc of lab 3300055057,INCOMPLETE
M00011,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",Metatransc of lab 3300055057,INCOMPLETE
M00012,Glyoxylate cycle,Metatransc of lab 3300055057,INCOMPLETE
M00013,"Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA",Metatransc of lab 3300055057,INCOMPLETE
M00014,Glucuronate pathway (uronate pathway),Metatransc of lab 3300055057,INCOMPLETE
M00015,"Proline biosynthesis, glutamate => proline",Metatransc of lab 3300055057,INCOMPLETE
M00016,"Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine",Metatransc of lab 3300055057,INCOMPLETE
M00017,"Methionine biosynthesis, apartate => homoserine => methionine",Metatransc of lab 3300055057,INCOMPLETE
M00018,"Threonine biosynthesis, aspartate => homoserine => threonine",Metatransc of lab 3300055057,INCOMPLETE
M00019,"Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine",Metatransc of lab 3300055057,1 BLOCK MISSING
M00020,"Serine biosynthesis, glycerate-3P => serine",Metatransc of lab 3300055057,INCOMPLETE
M00021,"Cysteine biosynthesis, serine => cysteine",Metatransc of lab 3300055057,INCOMPLETE
M00022,"Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate",Metatransc of lab 3300055057,INCOMPLETE
M00023,"Tryptophan biosynthesis, chorismate => tryptophan",Metatransc of lab 3300055057,INCOMPLETE
M00024,"Phenylalanine biosynthesis, chorismate => phenylalanine",Metatransc of lab 3300055057,INCOMPLETE
M00025,"Tyrosine biosynthesis, chorismate => tyrosine",Metatransc of lab 3300055057,INCOMPLETE
M00026,"Histidine biosynthesis, PRPP => histidine",Metatransc of lab 3300055057,INCOMPLETE
M00027,GABA (gamma-Aminobutyrate) shunt,Metatransc of lab 3300055057,INCOMPLETE
M00028,"Ornithine biosynthesis, glutamate => ornithine",Metatransc of lab 3300055057,INCOMPLETE
M00029,Urea cycle,Metatransc of lab 3300055057,INCOMPLETE
M00030,"Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine",Metatransc of lab 3300055057,INCOMPLETE
M00031,"Lysine biosynthesis, mediated by LysW, 2-aminoadipate => lysine",Metatransc of lab 3300055057,INCOMPLETE
M00032,"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA",Metatransc of lab 3300055057,INCOMPLETE
M00033,"Ectoine biosynthesis, aspartate => ectoine",Metatransc of lab 3300055057,INCOMPLETE
M00034,Methionine salvage pathway,Metatransc of lab 3300055057,INCOMPLETE
M00035,Methionine degradation,Metatransc of lab 3300055057,INCOMPLETE
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Metatransc of lab 3300055057,INCOMPLETE
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Metatransc of lab 3300055057,INCOMPLETE
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Metatransc of lab 3300055057,INCOMPLETE
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Metatransc of lab 3300055057,INCOMPLETE
M00040,"Tyrosine biosynthesis, prephanate => pretyrosine => tyrosine",Metatransc of lab 3300055057,INCOMPLETE
M00042,"Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline",Metatransc of lab 3300055057,INCOMPLETE
M00043,"Thyroid hormone biosynthesis, tyrosine => triiodothyronine/thyroxine",Metatransc of lab 3300055057,1 BLOCK MISSING
M00044,"Tyrosine degradation, tyrosine => homogentisate",Metatransc of lab 3300055057,INCOMPLETE
M00045,"Histidine degradation, histidine => N-formiminoglutamate => glutamate",Metatransc of lab 3300055057,INCOMPLETE
M00046,"Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate",Metatransc of lab 3300055057,INCOMPLETE
M00047,Creatine pathway,Metatransc of lab 3300055057,INCOMPLETE
M00048,"Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",Metatransc of lab 3300055057,INCOMPLETE
M00049,"Adenine ribonucleotide biosynthesis, IMP => ADP,ATP",Metatransc of lab 3300055057,INCOMPLETE
M00050,"Guanine ribonucleotide biosynthesis IMP => GDP,GTP",Metatransc of lab 3300055057,INCOMPLETE
M00051,"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP",Metatransc of lab 3300055057,INCOMPLETE
M00052,"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP",Metatransc of lab 3300055057,INCOMPLETE
M00053,"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP",Metatransc of lab 3300055057,INCOMPLETE
M00055,N-glycan precursor biosynthesis,Metatransc of lab 3300055057,INCOMPLETE
M00056,"O-glycan biosynthesis, mucin type core",Metatransc of lab 3300055057,INCOMPLETE
M00057,"Glycosaminoglycan biosynthesis, linkage tetrasaccharide",Metatransc of lab 3300055057,INCOMPLETE
M00058,"Glycosaminoglycan biosynthesis, chondroitin sulfate backbone",Metatransc of lab 3300055057,INCOMPLETE
M00059,"Glycosaminoglycan biosynthesis, heparan sulfate backbone",Metatransc of lab 3300055057,INCOMPLETE
M00060,"KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type",Metatransc of lab 3300055057,INCOMPLETE
M00061,"D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P",Metatransc of lab 3300055057,INCOMPLETE
M00063,CMP-KDO biosynthesis,Metatransc of lab 3300055057,INCOMPLETE
M00064,ADP-L-glycero-D-manno-heptose biosynthesis,Metatransc of lab 3300055057,INCOMPLETE
M00065,"GPI-anchor biosynthesis, core oligosaccharide",Metatransc of lab 3300055057,INCOMPLETE
M00066,Lactosylceramide biosynthesis,Metatransc of lab 3300055057,INCOMPLETE
M00067,"Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid",Metatransc of lab 3300055057,INCOMPLETE
M00068,"Glycosphingolipid biosynthesis, globo-series, LacCer => Gb4Cer",Metatransc of lab 3300055057,INCOMPLETE
M00069,"Glycosphingolipid biosynthesis, ganglio series, LacCer => GT3",Metatransc of lab 3300055057,INCOMPLETE
M00070,"Glycosphingolipid biosynthesis, lacto-series, LacCer => Lc4Cer",Metatransc of lab 3300055057,INCOMPLETE
M00071,"Glycosphingolipid biosynthesis, neolacto-series, LacCer => nLc4Cer",Metatransc of lab 3300055057,INCOMPLETE
M00072,N-glycosylation by oligosaccharyltransferase,Metatransc of lab 3300055057,INCOMPLETE
M00073,N-glycan precursor trimming,Metatransc of lab 3300055057,INCOMPLETE
M00074,"N-glycan biosynthesis, high-mannose type",Metatransc of lab 3300055057,INCOMPLETE
M00075,"N-glycan biosynthesis, complex type",Metatransc of lab 3300055057,INCOMPLETE
M00076,Dermatan sulfate degradation,Metatransc of lab 3300055057,INCOMPLETE
M00077,Chondroitin sulfate degradation,Metatransc of lab 3300055057,INCOMPLETE
M00078,Heparan sulfate degradation,Metatransc of lab 3300055057,INCOMPLETE
M00079,Keratan sulfate degradation,Metatransc of lab 3300055057,INCOMPLETE
M00081,Pectin degradation,Metatransc of lab 3300055057,1 BLOCK MISSING
M00082,"Fatty acid biosynthesis, initiation",Metatransc of lab 3300055057,INCOMPLETE
M00083,"Fatty acid biosynthesis, elongation",Metatransc of lab 3300055057,INCOMPLETE
M00085,Fatty acid elongation in mitochondria,Metatransc of lab 3300055057,INCOMPLETE
M00086,"beta-Oxidation, acyl-CoA synthesis",Metatransc of lab 3300055057,INCOMPLETE
M00087,beta-Oxidation,Metatransc of lab 3300055057,INCOMPLETE
M00088,"Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone",Metatransc of lab 3300055057,INCOMPLETE
M00089,Triacylglycerol biosynthesis,Metatransc of lab 3300055057,INCOMPLETE
M00090,"Phosphatidylcholine (PC) biosynthesis, choline => PC",Metatransc of lab 3300055057,INCOMPLETE
M00091,"Phosphatidylcholine (PC) biosynthesis, PE => PC",Metatransc of lab 3300055057,INCOMPLETE
M00092,"Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE",Metatransc of lab 3300055057,INCOMPLETE
M00093,"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE",Metatransc of lab 3300055057,1 BLOCK MISSING
M00094,Ceramide biosynthesis,Metatransc of lab 3300055057,INCOMPLETE
M00095,"C5 isoprenoid biosynthesis, mevalonate pathway",Metatransc of lab 3300055057,INCOMPLETE
M00096,"C5 isoprenoid biosynthesis, non-mevalonate pathway",Metatransc of lab 3300055057,INCOMPLETE
M00097,"beta-Carotene biosynthesis, GGAP => beta-carotene",Metatransc of lab 3300055057,INCOMPLETE
M00098,Acylglycerol degradation,Metatransc of lab 3300055057,INCOMPLETE
M00099,Sphingosine biosynthesis,Metatransc of lab 3300055057,INCOMPLETE
M00100,Sphingosine degradation,Metatransc of lab 3300055057,INCOMPLETE
M00101,"Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol",Metatransc of lab 3300055057,INCOMPLETE
M00102,Ergocalciferol biosynthesis,Metatransc of lab 3300055057,INCOMPLETE
M00103,Cholecalciferol biosynthesis,Metatransc of lab 3300055057,INCOMPLETE
M00104,"Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate",Metatransc of lab 3300055057,INCOMPLETE
M00106,"Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate",Metatransc of lab 3300055057,INCOMPLETE
M00107,"Steroid hormone biosynthesis, cholesterol => prognenolone => progesterone",Metatransc of lab 3300055057,INCOMPLETE
M00108,"C21-Steroid hormone biosynthesis, progesterone => corticosterone/aldosterone",Metatransc of lab 3300055057,INCOMPLETE
M00109,"C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone",Metatransc of lab 3300055057,INCOMPLETE
M00110,"C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone",Metatransc of lab 3300055057,INCOMPLETE
M00112,Tocopherol/tocotorienol biosynthesis,Metatransc of lab 3300055057,INCOMPLETE
M00113,Jasmonic acid biosynthesis,Metatransc of lab 3300055057,INCOMPLETE
M00114,"Ascorbate biosynthesis, plants, glucose-6P => ascorbate",Metatransc of lab 3300055057,INCOMPLETE
M00115,"NAD biosynthesis, aspartate => NAD",Metatransc of lab 3300055057,INCOMPLETE
M00116,"Menaquinone biosynthesis, chorismate => menaquinol",Metatransc of lab 3300055057,INCOMPLETE
M00117,"Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone",Metatransc of lab 3300055057,INCOMPLETE
M00118,"Glutathione biosynthesis, glutamate => glutathione",Metatransc of lab 3300055057,INCOMPLETE
M00119,"Pantothenate biosynthesis, valine/L-aspartate => pantothenate",Metatransc of lab 3300055057,INCOMPLETE
M00120,"Coenzyme A biosynthesis, pantothenate => CoA",Metatransc of lab 3300055057,INCOMPLETE
M00121,"Heme biosynthesis, plants and bacteria, glutamate => heme",Metatransc of lab 3300055057,INCOMPLETE
M00122,"Cobalamin biosynthesis, cobinamide => cobalamin",Metatransc of lab 3300055057,INCOMPLETE
M00123,"Biotin biosynthesis, pimeloyl-ACP/CoA => biotin",Metatransc of lab 3300055057,INCOMPLETE
